major_name,cluster,cluster_label
Kỹ thuật điện tử và tin học,0,Ngành Cạnh tranh Cao
Kỹ thuật điện tử – viễn thông,0,Ngành Cạnh tranh Cao
Kỹ thuật điện và Năng lượng tái tạo,0,Ngành Cạnh tranh Cao
Kỹ thuật điện và máy tính (ECE),0,Ngành Cạnh tranh Cao
"Kỹ thuật điện – điện tử (song bằng 2,5+1,5) - Chương trình dự bị liên kết Đại học khoa học ứng dụng Saxion (Hà Lan)",0,Ngành Cạnh tranh Cao
"Kỹ thuật điện – điện tử (song bằng 2,5+1,5) - Chương trình liên kết Đại học khoa học ứng dụng Saxion (Hà Lan)",0,Ngành Cạnh tranh Cao
"Kỹ thuật điện, Điện tử và Tự động hóa",0,Ngành Cạnh tranh Cao
"Kỹ thuật điện, điện tử",0,Ngành Cạnh tranh Cao
Kỹ thuật địa chất,1,Ngành Cạnh tranh Khá
Kỹ thuật địa vật lý,0,Ngành Cạnh tranh Cao
Logictics và quản lý chuỗi cung ứng,0,Ngành Cạnh tranh Cao
Logisfics và Quản lý chuỗi cung ứng - Chuẩn quốc tế,0,Ngành Cạnh tranh Cao
Logistic và quản lý chuỗi cung ứng,0,Ngành Cạnh tranh Cao
Logistics & Quản lý chuỗi cung ứng,0,Ngành Cạnh tranh Cao
Logistics & quản lý chuỗi cung ứng,0,Ngành Cạnh tranh Cao
Logistics (Trường Đại học Tongmyong - Hàn Quốc cấp bằng),0,Ngành Cạnh tranh Cao
Logistics và QL chuỗi cung ứng,0,Ngành Cạnh tranh Cao
Logistics và Quản ký chuỗi cung ứng,0,Ngành Cạnh tranh Cao
Logistics và Quản lí chuỗi cung ứng,0,Ngành Cạnh tranh Cao
Logistics và Quản lý Chuỗi cung ứng; Logistics và Vận tải đa phương thức,0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng,1,Ngành Cạnh tranh Khá
Logistics và Quản lý chuỗi cung ứng & Ngôn ngữ Anh (Chương trình chuẩn nhận cùng lúc hai bằng cử nhân),0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng (CS Hà Nội),0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng (CS Nam Định),0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng (CT tiên tiến),0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng (Chương trình chuẩn nhận hai bằng cử nhân và thạc sĩ),0,Ngành Cạnh tranh Cao
"Logistics và Quản lý chuỗi cung ứng (Chương trình chuẩn, học song ngữ Việt - Anh)",0,Ngành Cạnh tranh Cao
"Logistics và Quản lý chuỗi cung ứng (Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
"Logistics và Quản lý chuỗi cung ứng (Chương trình chuẩn, ngoại ngữ tiếng Nhật)",0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng (Liên kết Đài Loan),0,Ngành Cạnh tranh Cao
"Logistics và Quản lý chuỗi cung ứng (Logistics cảng biển - Xuất nhập khẩu - Giao nhận vận tải quốc tế - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
"Logistics và Quản lý chuỗi cung ứng (Logistics cảng hàng không - Xuất nhập khẩu - Giao nhận vận tải quốc tế - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng (Logistics số),0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng (Logistics và Quản lý chuỗi cung ứng),0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng (Logistics và Xuất nhập khẩu - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng (Một số học phần chuyên ngành học bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng (Quản lý Logistics cảng biển - XNK - Giao nhận vận tải quốc tế - Chương trình chuẩn nhận hai bằng cử nhân và thạc sĩ),0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng - CT CLC3,0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng - học tại khu Sóc Trăng,0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng tích hợp chứng chi quốc tế (LSIC),0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng/ Logistics công nghiệp,0,Ngành Cạnh tranh Cao
Logistics và Quản lý chuỗi cung ứng/ Logistics đô thị,0,Ngành Cạnh tranh Cao
Logistics và Vận tải đa phương thức (học bằng Tiếng Anh),0,Ngành Cạnh tranh Cao
Logistics và chuỗi cung ứng,1,Ngành Cạnh tranh Khá
Logistics và hạ tầng giao thông,0,Ngành Cạnh tranh Cao
Logistics và quản lý chuỗi cung ứng,1,Ngành Cạnh tranh Khá
Logistics và quản lý chuỗi cung ứng (Quản lý Logistics cảng hàng không - XNK - Giao nhận vận tải quốc tế - Chương trình chuẩn nhận hai bằng cử nhân và thạc sĩ),0,Ngành Cạnh tranh Cao
Logistics và quản lý chuỗi cung ứng (tăng cường tiếng Anh),0,Ngành Cạnh tranh Cao
Logistics và quản lý chuỗi cung ứng (tăng cường tiếng Nhật; định hướng làm việc tại Nhật Bản),0,Ngành Cạnh tranh Cao
Logistics và quản lý chuỗi cung ứng (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Logistics và quản lý chuỗi cung ứng (đào tạo tại phân hiệu Bình Phước),0,Ngành Cạnh tranh Cao
Logistics và quản trị chuỗi cung ứng (ngành Quản trị kinh doanh),0,Ngành Cạnh tranh Cao
Logistics và vận tải đa phương thức,0,Ngành Cạnh tranh Cao
Logistics và vận tải đa phương thức (CLC),0,Ngành Cạnh tranh Cao
Luật,1,Ngành Cạnh tranh Khá
Luật & Ngôn ngữ Anh (Chương trình chuẩn nhận cùng lúc hai bằng cử nhân),0,Ngành Cạnh tranh Cao
Luật (02 chuyên ngành: Luật; Luật kinh tế),0,Ngành Cạnh tranh Cao
Luật (Chuyên ngành Luật Dân sự),0,Ngành Cạnh tranh Cao
Luật (Chuyên ngành Luật Dân sự) (Tiếng Anh),0,Ngành Cạnh tranh Cao
Luật (Chuyên ngành Luật Tài chính - Ngân hàng),0,Ngành Cạnh tranh Cao
Luật (Chuyên ngành Luật kinh tế) - Chương trình học tại Phân hiệu Khánh Hòa,0,Ngành Cạnh tranh Cao
Luật (Chuyên ngành Luật kinh tế) - Chương trình tiên tiến,0,Ngành Cạnh tranh Cao
Luật (Chuyên ngành Luật thương mại quốc tế) - Chương trình tiên tiến,0,Ngành Cạnh tranh Cao
Luật (Chuyên ngành Luật và Chính sách công),0,Ngành Cạnh tranh Cao
"Luật (Luật kinh tế và dân sự - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Luật (Thí sinh miền Bắc),0,Ngành Cạnh tranh Cao
Luật (Thí sinh miền Nam),0,Ngành Cạnh tranh Cao
Luật (Thí sinh nam miền Bắc),0,Ngành Cạnh tranh Cao
Luật (Thí sinh nam miền Nam),0,Ngành Cạnh tranh Cao
Luật (Thí sinh nữ miền Bắc),0,Ngành Cạnh tranh Cao
Luật (Thí sinh nữ miền Nam),0,Ngành Cạnh tranh Cao
Luật (Đào tạo tại Phân hiệu Đắk Lắk),0,Ngành Cạnh tranh Cao
Luật (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Luật - Chương trình Luật (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Luật - học tại khu Hòa An,0,Ngành Cạnh tranh Cao
Luật - học tại khu Sóc Trăng,0,Ngành Cạnh tranh Cao
Luật CLC,0,Ngành Cạnh tranh Cao
Luật Kinh Tế,0,Ngành Cạnh tranh Cao
Luật Kinh doanh,0,Ngành Cạnh tranh Cao
Luật Kinh tế,1,Ngành Cạnh tranh Khá
"Luật Kiểm Sát (GT: Nam, miền Bắc)",0,Ngành Cạnh tranh Cao
"Luật Kiểm Sát (GT: Nam, miền Nam)",0,Ngành Cạnh tranh Cao
"Luật Kiểm Sát (GT: Nữ, miền Bắc)",0,Ngành Cạnh tranh Cao
"Luật Kiểm Sát (GT: Nữ, miền Nam)",0,Ngành Cạnh tranh Cao
Luật Thương mại quốc tế,0,Ngành Cạnh tranh Cao
Luật dân sự và tố tụng dân sự,1,Ngành Cạnh tranh Khá
Luật hiến pháp và luật hành chính,0,Ngành Cạnh tranh Cao
Luật hàng hải,0,Ngành Cạnh tranh Cao
Luật hình sự và tố tụng hình sự,0,Ngành Cạnh tranh Cao
Luật học,0,Ngành Cạnh tranh Cao
Luật kinh doanh,1,Ngành Cạnh tranh Khá
Luật kinh doanh quốc tế,0,Ngành Cạnh tranh Cao
Luật kinh tế,1,Ngành Cạnh tranh Khá
Luật kinh tế (CT tăng cường TA),0,Ngành Cạnh tranh Cao
Luật kinh tế (Chuyên ngành Luật Kinh doanh),0,Ngành Cạnh tranh Cao
Luật kinh tế (Chuyên ngành Luật Thương mại quốc tế),0,Ngành Cạnh tranh Cao
Luật kinh tế (Chuyên ngành Luật thương mại quốc tế) (Tiếng Anh),0,Ngành Cạnh tranh Cao
Luật kinh tế (Luật kinh doanh - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Luật kinh tế (Luật kinh tế),0,Ngành Cạnh tranh Cao
Luật kinh tế (Luật thương mại quốc tế),0,Ngành Cạnh tranh Cao
Luật kinh tế (chương trình chuẩn),0,Ngành Cạnh tranh Cao
Luật kinh tế (tiếng Anh bán phần),0,Ngành Cạnh tranh Cao
Luật kinh tế - Chuẩn quốc tế,0,Ngành Cạnh tranh Cao
Luật kinh tế - Chương trình Luật Kinh tế (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Luật kinh tế Chương trình Tiên tiến,0,Ngành Cạnh tranh Cao
Luật quốc tế,1,Ngành Cạnh tranh Khá
Luật quốc tế (CT tăng cường TA),0,Ngành Cạnh tranh Cao
Luật thương mại quốc tế,1,Ngành Cạnh tranh Khá
Lâm học,1,Ngành Cạnh tranh Khá
Lâm nghiệp,0,Ngành Cạnh tranh Cao
Lâm nghiệp đô thị,0,Ngành Cạnh tranh Cao
Lâm sinh,0,Ngành Cạnh tranh Cao
Lý luận lịch sử và phê bình mỹ thuật,0,Ngành Cạnh tranh Cao
Lưu trữ học,0,Ngành Cạnh tranh Cao
Lịch sử,0,Ngành Cạnh tranh Cao
Lịch sử (chuyên ngành Quan hệ quốc tế),0,Ngành Cạnh tranh Cao
Lịch sử (mới),0,Ngành Cạnh tranh Cao
Lịch sử- Địa lý và Kinh tế Pháp luật,0,Ngành Cạnh tranh Cao
Lữ hành và du lịch,0,Ngành Cạnh tranh Cao
Lữ hành và du lịch (tăng cường tiếng Anh),0,Ngành Cạnh tranh Cao
"Lữ hành, hướng dẫn du lịch",0,Ngành Cạnh tranh Cao
Marketing,1,Ngành Cạnh tranh Khá
Marketing (CS Hà Nội),0,Ngành Cạnh tranh Cao
Marketing (CS Nam Định),0,Ngành Cạnh tranh Cao
Marketing (Chuyên ngành Digital Marketing),0,Ngành Cạnh tranh Cao
Marketing (Chuyên ngành Marketing),0,Ngành Cạnh tranh Cao
Marketing (Chuyên ngành Marketing) (Tiếng Anh),0,Ngành Cạnh tranh Cao
Marketing (Chương trình Tiếng Anh toàn phần (Định hướng quốc tế)),0,Ngành Cạnh tranh Cao
Marketing (Công nghệ Marketing),0,Ngành Cạnh tranh Cao
"Marketing (Digital marketing - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Marketing (Marketing Thương mại),0,Ngành Cạnh tranh Cao
Marketing (Marketing số và truyền thông xã hội),0,Ngành Cạnh tranh Cao
Marketing (Marketing số),0,Ngành Cạnh tranh Cao
"Marketing (Marketing thương mại - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Marketing (Marketing thương mại - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Marketing (Marketing thương mại) - Thương mại sản phẩm và dịch vụ (Bán hàng) - Chương trình đào tạo song bằng quốc tế,0,Ngành Cạnh tranh Cao
"Marketing (Marketing và truyền thông - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
"Marketing (Marketing và tổ chức sự kiện - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Marketing (Một số học phần chuyên ngành học bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Marketing (Quản trị Thương hiệu),0,Ngành Cạnh tranh Cao
Marketing (Quản trị thương hiệu - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Marketing (chương trình tích hợp),0,Ngành Cạnh tranh Cao
Marketing (chất lượng cao),0,Ngành Cạnh tranh Cao
"Marketing (song bằng do ĐHQGHN và Đại học HELP, Malaysia cùng cấp bằng)",0,Ngành Cạnh tranh Cao
Marketing - Chương trình Marketing (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Marketing - Chương trình dự bị đại học bằng tiếng Anh,0,Ngành Cạnh tranh Cao
Marketing - Chương trình học tại Phân hiệu Khánh Hòa,0,Ngành Cạnh tranh Cao
Marketing - Chương trình tiên tiến,0,Ngành Cạnh tranh Cao
Marketing - Chương trình đại học bằng tiếng Anh,0,Ngành Cạnh tranh Cao
Marketing gồm 02 chuyên ngành: Marketing; Digital Marketing,0,Ngành Cạnh tranh Cao
Marketing gồm 02 chuyên ngành: Marketing; Digital Marketing (CT tăng cường TA),0,Ngành Cạnh tranh Cao
Marketing số,0,Ngành Cạnh tranh Cao
"Marketing số (ĐH Coventry, Anh cấp bằng)",0,Ngành Cạnh tranh Cao
Marketing và Truyền thông,0,Ngành Cạnh tranh Cao
Marketing/ Digital marketing,0,Ngành Cạnh tranh Cao
Máy tàu thủy,0,Ngành Cạnh tranh Cao
Máy và thiết bị tự động hóa xây dựng,0,Ngành Cạnh tranh Cao
Máy và tự động công nghiệp,0,Ngành Cạnh tranh Cao
Máy và tự động hóa xếp dỡ,0,Ngành Cạnh tranh Cao
Mô hình thông tin công trình giao thông (BIM),0,Ngành Cạnh tranh Cao
"Môi trường, sức khỏe và an toàn",0,Ngành Cạnh tranh Cao
Mạng máy tính & truyền thông dữ liệu,0,Ngành Cạnh tranh Cao
Mạng máy tính và Truyền thông,0,Ngành Cạnh tranh Cao
Mạng máy tính và truyền thông dữ liệu,1,Ngành Cạnh tranh Khá
Mạng máy tính và truyền thông dữ liệu (CS Hà Nội),0,Ngành Cạnh tranh Cao
Mạng máy tính và truyền thông dữ liệu (CS Nam Định),0,Ngành Cạnh tranh Cao
Mạng máy tính và truyền thông dữ liệu (CTCLC),0,Ngành Cạnh tranh Cao
Mỹ thuật đô thị,0,Ngành Cạnh tranh Cao
Nghiên cứu phát triển (dạy bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Nghiên cứu văn hóa,0,Ngành Cạnh tranh Cao
"Nghiệp vụ An ninh (Thí sinh Nam, vùng 4)",0,Ngành Cạnh tranh Cao
"Nghiệp vụ An ninh (Thí sinh Nam, vùng 5)",0,Ngành Cạnh tranh Cao
"Nghiệp vụ An ninh (Thí sinh Nam, vùng 6)",0,Ngành Cạnh tranh Cao
"Nghiệp vụ An ninh (Thí sinh Nam, vùng 7)",0,Ngành Cạnh tranh Cao
"Nghiệp vụ An ninh (Thí sinh Nam, vùng 8)",0,Ngành Cạnh tranh Cao
"Nghiệp vụ An ninh (Thí sinh Nữ, vùng 4)",0,Ngành Cạnh tranh Cao
"Nghiệp vụ An ninh (Thí sinh Nữ, vùng 5)",0,Ngành Cạnh tranh Cao
"Nghiệp vụ An ninh (Thí sinh Nữ, vùng 6)",0,Ngành Cạnh tranh Cao
"Nghiệp vụ An ninh (Thí sinh Nữ, vùng 7)",0,Ngành Cạnh tranh Cao
"Nghiệp vụ An ninh (Thí sinh Nữ, vùng 8)",0,Ngành Cạnh tranh Cao
Nghệ thuật hóa trang,0,Ngành Cạnh tranh Cao
Nghệ thuật học,0,Ngành Cạnh tranh Cao
Nghệ thuật số,0,Ngành Cạnh tranh Cao
Nghệ thuật truyền thông Đương đại,0,Ngành Cạnh tranh Cao
"Ngành An ninh mạng và phòng chống tội phạm công nghệ cao (Thí sinh Nam, miền Bắc)",0,Ngành Cạnh tranh Cao
"Ngành An ninh mạng và phòng chống tội phạm công nghệ cao (Thí sinh Nam, miền Nam)",0,Ngành Cạnh tranh Cao
"Ngành An ninh mạng và phòng chống tội phạm công nghệ cao (Thí sinh Nữ, miền Bắc)",0,Ngành Cạnh tranh Cao
"Ngành An ninh mạng và phòng chống tội phạm công nghệ cao (Thí sinh Nữ, miền Nam)",0,Ngành Cạnh tranh Cao
Ngành An toàn Thông tin,0,Ngành Cạnh tranh Cao
Ngành An toàn Thông tin - Chương trình Tiên tiến&Quốc tế,0,Ngành Cạnh tranh Cao
Ngành Chỉ huy Kỹ thuật hóa học (Thí sinh ở miền Bắc),0,Ngành Cạnh tranh Cao
Ngành Chỉ huy Kỹ thuật hóa học (Thí sinh ở miền Nam),0,Ngành Cạnh tranh Cao
"Ngành Chỉ huy Tham mưu Phòng không, Không quân và Tác chiến điện tử (Thí sinh miền Bắc)",0,Ngành Cạnh tranh Cao
"Ngành Chỉ huy Tham mưu Phòng không, Không quân và Tác chiến điện tử (Thí sinh miền Nam)",0,Ngành Cạnh tranh Cao
Ngành Chỉ huy tham mưu Đặc công (Thí sinh Nam miền Bắc),0,Ngành Cạnh tranh Cao
Ngành Chỉ huy tham mưu Đặc công (Thí sinh Nam miền Nam),0,Ngành Cạnh tranh Cao
Ngành Công nghệ Chế tạo Máy,0,Ngành Cạnh tranh Cao
Ngành Công nghệ Kỹ thuật Công trình Xây dựng,0,Ngành Cạnh tranh Cao
Ngành Công nghệ Kỹ thuật Môi trường,0,Ngành Cạnh tranh Cao
Ngành Công nghệ Kỹ thuật Ô tô,0,Ngành Cạnh tranh Cao
Ngành Công nghệ Kỹ thuật Ô tô - Chương trình Việt Nhật,0,Ngành Cạnh tranh Cao
"Ngành Công nghệ Kỹ thuật Điện, Điện tử",0,Ngành Cạnh tranh Cao
Ngành Công nghệ Sinh học,0,Ngành Cạnh tranh Cao
Ngành Công nghệ Thực phẩm,0,Ngành Cạnh tranh Cao
Ngành Công nghệ Thực phẩm - Chương trình Việt Nhật,0,Ngành Cạnh tranh Cao
Ngành Công nghệ Tài chính,0,Ngành Cạnh tranh Cao
Ngành Công nghệ thông tin (Thí sinh Nam),0,Ngành Cạnh tranh Cao
Ngành Du lịch,0,Ngành Cạnh tranh Cao
Ngành Dược,0,Ngành Cạnh tranh Cao
Ngành Hệ thống Thông tin Quản lý - Chương trình Tiên tiến và Quốc tế,0,Ngành Cạnh tranh Cao
Ngành Khoa học Dữ liệu,0,Ngành Cạnh tranh Cao
Ngành Khoa học Máy tính - Chương trình Du học tại chỗ lấy bằng Mỹ,0,Ngành Cạnh tranh Cao
"Ngành Khoa học Máy tính có các chuyên ngành Khoa học máy tính, Kỹ thuật máy tính",0,Ngành Cạnh tranh Cao
Ngành Kinh doanh Thương mại,0,Ngành Cạnh tranh Cao
Ngành Kinh tế,0,Ngành Cạnh tranh Cao
Ngành Kinh tế Gia đình,0,Ngành Cạnh tranh Cao
Ngành Kinh tế phát triển,0,Ngành Cạnh tranh Cao
Ngành Kinh tế quốc tế,0,Ngành Cạnh tranh Cao
Ngành Kinh tế quốc tế (Chuyên ngành Kinh doanh toàn cầu),0,Ngành Cạnh tranh Cao
Ngành Kinh tế quốc tế (Chuyên ngành Kinh tế đối ngoại chất lượng cao giảng dạy bằng Tiếng Anh),0,Ngành Cạnh tranh Cao
Ngành Kinh tế số,0,Ngành Cạnh tranh Cao
Ngành Kinh tế Đầu tư có chuyên ngành: Kinh tế đầu tư; Kinh tế quốc tế,0,Ngành Cạnh tranh Cao
"Ngành Kiến trúc có chuyên ngành: Kiến trúc công trình, Thiết kế nội thất",0,Ngành Cạnh tranh Cao
Ngành Kiểm toán,0,Ngành Cạnh tranh Cao
Ngành Kế toán,0,Ngành Cạnh tranh Cao
Ngành Kế toán có các chuyên ngành: Kế toán Doanh nghiệp; Kế toán Quản trị,0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Hàng không (Thí sinh miền Bắc),0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Hàng không (Thí sinh miền Nam),0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Phần mềm - Chương trình Tiên tiến và Quốc tế,0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Phần mềm - Chương trình Việt Nhật,0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Phần mềm có các chuyên ngành Công nghệ Phần mềm; Thiết kế Games và Multimedia),0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Xây dựng,0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Xây dựng - Chương trình Tiên tiến và Quốc tế,0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Xây dựng - Chương trình Việt Nhật,0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Xét nghiệm Y học,0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Y sinh,0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Điều khiển & Tự động hóa,0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Điều khiển & Tự động hóa - Chương trình Việt Nhật,0,Ngành Cạnh tranh Cao
Ngành Kỹ thuật Điện,0,Ngành Cạnh tranh Cao
Ngành Logistics & Quản lý Chuỗi cung ứng,0,Ngành Cạnh tranh Cao
Ngành Logistics & Quản lý Chuỗi cung ứng - Chương trình Tài năng,0,Ngành Cạnh tranh Cao
Ngành Luật,0,Ngành Cạnh tranh Cao
Ngành Luật Kinh tế,0,Ngành Cạnh tranh Cao
Ngành Luật kinh tế,0,Ngành Cạnh tranh Cao
Ngành Marketing,0,Ngành Cạnh tranh Cao
Ngành Marketing - Chương trình Tài năng,0,Ngành Cạnh tranh Cao
"Ngành Marketing có các chuyên ngành: Quản trị kinh doanh Marketing, Digital Marketing",0,Ngành Cạnh tranh Cao
Ngành Mạng Máy tính & Truyền thông Dữ liệu,0,Ngành Cạnh tranh Cao
"Ngành Nghiệp vụ an ninh (Thí sinh Nam, vùng 1)",0,Ngành Cạnh tranh Cao
"Ngành Nghiệp vụ an ninh (Thí sinh Nam, vùng 2)",0,Ngành Cạnh tranh Cao
"Ngành Nghiệp vụ an ninh (Thí sinh Nam, vùng 3)",0,Ngành Cạnh tranh Cao
"Ngành Nghiệp vụ an ninh (Thí sinh Nam, vùng 8)",0,Ngành Cạnh tranh Cao
"Ngành Nghiệp vụ an ninh (Thí sinh Nữ, vùng 1)",0,Ngành Cạnh tranh Cao
"Ngành Nghiệp vụ an ninh (Thí sinh Nữ, vùng 2)",0,Ngành Cạnh tranh Cao
"Ngành Nghiệp vụ an ninh (Thí sinh Nữ, vùng 3)",0,Ngành Cạnh tranh Cao
"Ngành Nghiệp vụ an ninh (Thí sinh Nữ, vùng 8)",0,Ngành Cạnh tranh Cao
Ngành Ngôn Ngữ Hàn Quốc,0,Ngành Cạnh tranh Cao
Ngành Ngôn Ngữ Trung Quốc,0,Ngành Cạnh tranh Cao
Ngành Ngôn ngữ Anh,0,Ngành Cạnh tranh Cao
Ngành Ngôn ngữ Nhật,0,Ngành Cạnh tranh Cao
Ngành Quan hệ Công chúng,0,Ngành Cạnh tranh Cao
Ngành Quan hệ Quốc tế,0,Ngành Cạnh tranh Cao
Ngành Quản lý Tài nguyên & Môi trường,0,Ngành Cạnh tranh Cao
Ngành Quản lý nhà nước,0,Ngành Cạnh tranh Cao
Ngành Quản trị Dịch vụ Du lịch & Lữ hành,0,Ngành Cạnh tranh Cao
Ngành Quản trị Khách sạn,0,Ngành Cạnh tranh Cao
Ngành Quản trị Khách sạn - Chương trình du học tại chỗ lấy bằng Mỹ,0,Ngành Cạnh tranh Cao
Ngành Quản trị Kinh doanh,0,Ngành Cạnh tranh Cao
Ngành Quản trị Kinh doanh - Chương trình Tiên tiến và Quốc tế,0,Ngành Cạnh tranh Cao
Ngành Quản trị Kinh doanh - Chương trình du học tại chỗ lấy bằng Mỹ,0,Ngành Cạnh tranh Cao
Ngành Quản trị Kinh doanh - Chương trình tài năng,0,Ngành Cạnh tranh Cao
Ngành Quản trị Nhà hàng & Dịch vụ Ăn uống,0,Ngành Cạnh tranh Cao
Ngành Quản trị Nhân lực,0,Ngành Cạnh tranh Cao
Ngành Quản trị Sự kiện,0,Ngành Cạnh tranh Cao
Ngành Quản trị kinh doanh,0,Ngành Cạnh tranh Cao
Ngành Quản trị kinh doanh (Chuyên ngành Quản trị kinh doanh chất lượng cao giảng dạy bằng Tiếng Anh),0,Ngành Cạnh tranh Cao
Ngành Răng-Hàm-Mặt,0,Ngành Cạnh tranh Cao
Ngành Thiết kế Thời trang,0,Ngành Cạnh tranh Cao
Ngành Thiết kế Đồ họa,0,Ngành Cạnh tranh Cao
Ngành Thiết kế đồ họa - Chương trình Việt - Nhật,0,Ngành Cạnh tranh Cao
Ngành Thương mại Điện tử,0,Ngành Cạnh tranh Cao
Ngành Truyền thông Đa phương tiện,0,Ngành Cạnh tranh Cao
Ngành Trí tuệ Nhân tạo,0,Ngành Cạnh tranh Cao
Ngành Tài chính - Ngân hàng,0,Ngành Cạnh tranh Cao
Ngành Tài chính - Ngân hàng (Chuyên ngành Tài chính chất lượng cao giảng dạy bằng Tiếng Anh),0,Ngành Cạnh tranh Cao
"Ngành Tài chính - Ngân hàng có các chuyên ngành: Tài chính Doanh nghiệp, Ngân hàng",0,Ngành Cạnh tranh Cao
Ngành Tài chính – Ngân hàng,0,Ngành Cạnh tranh Cao
Ngành Tài chính-Ngân hành - Chương trình tài năng,0,Ngành Cạnh tranh Cao
Ngành Việt Nam học,0,Ngành Cạnh tranh Cao
Ngành Văn học,0,Ngành Cạnh tranh Cao
Ngành Y Khoa,0,Ngành Cạnh tranh Cao
"Ngành Y khoa (Bác sỹ đa khoa) (Thí sinh Nam, miền Bắc)",0,Ngành Cạnh tranh Cao
"Ngành Y khoa (Bác sỹ đa khoa) (Thí sinh Nam, miền Nam)",0,Ngành Cạnh tranh Cao
"Ngành Y khoa (Bác sỹ đa khoa) (Thí sinh Nữ, miền Bắc)",0,Ngành Cạnh tranh Cao
"Ngành Y khoa (Bác sỹ đa khoa) (Thí sinh Nữ, miền Nam)",0,Ngành Cạnh tranh Cao
Ngành Điều dưỡng,0,Ngành Cạnh tranh Cao
Ngành Điều dưỡng - Chương trình Việt Nhật,0,Ngành Cạnh tranh Cao
Ngân hàng,1,Ngành Cạnh tranh Khá
Ngân hàng (Theo định hướng ICAEW CFAB),0,Ngành Cạnh tranh Cao
Ngân hàng - CT CLC1,0,Ngành Cạnh tranh Cao
Ngân hàng số,0,Ngành Cạnh tranh Cao
Ngân hàng và Tài chính quốc tế Coventry (Cấp song bằng),0,Ngành Cạnh tranh Cao
Ngôn Ngữ Hàn Quốc,0,Ngành Cạnh tranh Cao
Ngôn ngữ Anh,1,Ngành Cạnh tranh Khá
Ngôn ngữ Anh (04 chuyên ngành: Biên - phiên dịch; Tiếng Anh du lịch; Giảng dạy Tiếng Anh; Song ngữ Anh -Trung),0,Ngành Cạnh tranh Cao
Ngôn ngữ Anh (CS Hà Nội),0,Ngành Cạnh tranh Cao
Ngôn ngữ Anh (CS Nam Định),0,Ngành Cạnh tranh Cao
Ngôn ngữ Anh (CTCLC),0,Ngành Cạnh tranh Cao
