major_name,cluster,cluster_label
Giáo dục Tiểu học - Sư phạm Tiếng Anh,0,Ngành Cạnh tranh Cao
Giáo dục Tiểu học – Tiếng Jrai,0,Ngành Cạnh tranh Cao
Giáo dục chính trị,0,Ngành Cạnh tranh Cao
Giáo dục công dân,0,Ngành Cạnh tranh Cao
Giáo dục học,1,Ngành Cạnh tranh Khá
Giáo dục học (GD trẻ rối loạn phát triển),0,Ngành Cạnh tranh Cao
Giáo dục mầm non,0,Ngành Cạnh tranh Cao
Giáo dục pháp luật,0,Ngành Cạnh tranh Cao
Giáo dục thể chất,0,Ngành Cạnh tranh Cao
Giáo dục tiểu học,0,Ngành Cạnh tranh Cao
Giáo dục Đặc biệt,0,Ngành Cạnh tranh Cao
Giáo dục đặc biệt,0,Ngành Cạnh tranh Cao
Giới và phát triển,0,Ngành Cạnh tranh Cao
Gốm,0,Ngành Cạnh tranh Cao
Hoa Kỳ học,1,Ngành Cạnh tranh Khá
Hoá dược,0,Ngành Cạnh tranh Cao
Hoá học,1,Ngành Cạnh tranh Khá
Huấn luyện Thể thao,0,Ngành Cạnh tranh Cao
Huấn luyện múa,0,Ngành Cạnh tranh Cao
Huấn luyện thể thao,1,Ngành Cạnh tranh Khá
Hàn Quốc học,1,Ngành Cạnh tranh Khá
Hán Nôm,1,Ngành Cạnh tranh Khá
Hóa Dược,0,Ngành Cạnh tranh Cao
Hóa dược,1,Ngành Cạnh tranh Khá
Hóa học,1,Ngành Cạnh tranh Khá
Hóa học (CT TCTA),0,Ngành Cạnh tranh Cao
Hóa học (Hóa dược - Sản phẩm thiên nhiên),0,Ngành Cạnh tranh Cao
Hóa học (Hóa phân tích),0,Ngành Cạnh tranh Cao
Hóa học (Song bằng),0,Ngành Cạnh tranh Cao
"Hóa học, gồm các chuyên ngành: Hóa Dược; ; Hóa phân tích môi trường",0,Ngành Cạnh tranh Cao
Hướng dẫn Du lịch quốc tế,0,Ngành Cạnh tranh Cao
Hướng dẫn du lịch,0,Ngành Cạnh tranh Cao
Hướng dẫn du lịch quốc tế,0,Ngành Cạnh tranh Cao
Hạ tầng giao thông đô thị thông minh,0,Ngành Cạnh tranh Cao
Hải dương học,0,Ngành Cạnh tranh Cao
Hải quan và Logistics,0,Ngành Cạnh tranh Cao
Hải quan và Logistics (Theo định hướng FIATA),0,Ngành Cạnh tranh Cao
Hải quan và Logistics (tăng cường tiếng Anh),0,Ngành Cạnh tranh Cao
Hậu cần quân sự (Thí sinh Nam miền Bắc),0,Ngành Cạnh tranh Cao
Hậu cần quân sự (Thí sinh Nam miền Nam),0,Ngành Cạnh tranh Cao
Hậu cần quân sự (Thí sinh Nữ miền Bắc),0,Ngành Cạnh tranh Cao
Hậu cần quân sự (Thí sinh Nữ miền Nam),0,Ngành Cạnh tranh Cao
Hệ thống Cơ điện tử thông minh (Các học phần chuyên ngành học bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Hệ thống kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Hệ thống nhúng thông minh và IoT (CT tiên tiến),0,Ngành Cạnh tranh Cao
Hệ thống nhúng và IoT (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Hệ thống thông tin,1,Ngành Cạnh tranh Khá
Hệ thống thông tin (CTCLC),0,Ngành Cạnh tranh Cao
Hệ thống thông tin (tiên tiến),0,Ngành Cạnh tranh Cao
Hệ thống thông tin quản lý,1,Ngành Cạnh tranh Khá
Hệ thống thông tin quản lý (Chuyên ngành Hệ thống thông tin quản lý),0,Ngành Cạnh tranh Cao
Hệ thống thông tin quản lý (Chuyên ngành Hệ thống thông tin quản lý) (Chương trình Co-operative Education),0,Ngành Cạnh tranh Cao
Hệ thống thông tin quản lý (Chuyên ngành Kinh doanh số và Trí tuệ nhân tạo),0,Ngành Cạnh tranh Cao
Hệ thống thông tin quản lý (Quản trị Hệ thống thông tin - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Hệ thống thông tin quản lý (Quản trị Hệ thống thông tin),0,Ngành Cạnh tranh Cao
Hệ thống thông tin quản lý (chương trình chuẩn),0,Ngành Cạnh tranh Cao
Hệ thống thông tin quản lý (tiếng Anh bán phần),0,Ngành Cạnh tranh Cao
Hệ thống thông tin quản lý - Chương trình Hệ thống thông tin quản lý (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Hệ thống điện và năng lượng tái tạo (CT tiên tiến),0,Ngành Cạnh tranh Cao
Hỗ trợ giáo dục người khuyết tật,1,Ngành Cạnh tranh Khá
Hộ sinh,0,Ngành Cạnh tranh Cao
Hội hoạ,0,Ngành Cạnh tranh Cao
Hội họa,0,Ngành Cạnh tranh Cao
Khai thác máy tàu biển,0,Ngành Cạnh tranh Cao
Khai thác máy tàu biển (Chọn),0,Ngành Cạnh tranh Cao
"Khai thác vận tải (Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
"Khai thác vận tải (Quản lý và kinh doanh vận tải - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
"Khai thác vận tải (Quản trị Logistics và vận tải đa phương thức - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
"Khai thác vận tải (chuyên ngành Khai thác và quản lý đường sắt tốc độ cao, Khai thác và quản lý đường sắt đô thị)",0,Ngành Cạnh tranh Cao
"Khai thác vận tải (chuyên ngành: Vận tải - Thương mại quốc tế, Quy hoạch và quản lý GTVT đô thị)",0,Ngành Cạnh tranh Cao
"Khai thác vận tải (chuyên ngành: Vận tải - Thương mại quốc tế, Quy hoạch và quản lý GTVT đô thị, Vận tải - Kinh tế đường bộ và thành phố, Vận tải đường sắt)",0,Ngành Cạnh tranh Cao
Khoa học & Kỹ thuật máy tính – BCSE,0,Ngành Cạnh tranh Cao
Khoa học Máy tính,1,Ngành Cạnh tranh Khá
Khoa học Môi trường,0,Ngành Cạnh tranh Cao
Khoa học Môi trường (CTTCTA),0,Ngành Cạnh tranh Cao
Khoa học Môi trường Ứng dụng,0,Ngành Cạnh tranh Cao
Khoa học Tự nhiên tích hợp STEM,0,Ngành Cạnh tranh Cao
Khoa học Vũ trụ và Công nghệ Vệ tinh,0,Ngành Cạnh tranh Cao
Khoa học Vật liệu,0,Ngành Cạnh tranh Cao
Khoa học Vật liệu (CTTCTA),0,Ngành Cạnh tranh Cao
Khoa học chế biến món ăn,0,Ngành Cạnh tranh Cao
Khoa học cây trồng,0,Ngành Cạnh tranh Cao
Khoa học dinh dưỡng và ẩm thực,0,Ngành Cạnh tranh Cao
Khoa học dữ liệu,1,Ngành Cạnh tranh Khá
Khoa học dữ liệu (CS Hà Nội),0,Ngành Cạnh tranh Cao
Khoa học dữ liệu (CS Nam Định),0,Ngành Cạnh tranh Cao
Khoa học dữ liệu (chương trình chuẩn),0,Ngành Cạnh tranh Cao
Khoa học dữ liệu - Chương trình Khoa học dữ liệu (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Khoa học dữ liệu trong kinh tế và kinh doanh,0,Ngành Cạnh tranh Cao
Khoa học dữ liệu trong tài chính,0,Ngành Cạnh tranh Cao
Khoa học dữ liệu và Trí tuệ nhân tạo (CT tiên tiến),0,Ngành Cạnh tranh Cao
Khoa học dữ liệu và trí tuệ nhân tạo,0,Ngành Cạnh tranh Cao
Khoa học hàng hải (02 chuyên ngành: Khoa học hàng hải; Quản lý hàng hải và Logistics),0,Ngành Cạnh tranh Cao
Khoa học máy tính,1,Ngành Cạnh tranh Khá
Khoa học máy tính (CSE),0,Ngành Cạnh tranh Cao
Khoa học máy tính (CTTiên tiến),0,Ngành Cạnh tranh Cao
Khoa học máy tính (CTĐT bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Khoa học máy tính (Chuyên ngành Thiết kế vi mạch bán dẫn),0,Ngành Cạnh tranh Cao
Khoa học máy tính (Trí tuệ nhân tạo và Khoa học dữ liệu),0,Ngành Cạnh tranh Cao
Khoa học máy tính (Trí tuệ nhân tạo và dữ liệu lớn),0,Ngành Cạnh tranh Cao
Khoa học máy tính (đơn bằng 2+2) - Chương trình dự bị liên kết Đại học Kỹ thuật Ostrava (CH Séc),0,Ngành Cạnh tranh Cao
Khoa học máy tính (đơn bằng 2+2) - Chương trình liên kết Đại học Kỹ thuật Ostrava (CH Séc),0,Ngành Cạnh tranh Cao
Khoa học máy tính (định hướng Khoa học dữ liệu),0,Ngành Cạnh tranh Cao
Khoa học máy tính - Chương trình dự bị đại học bằng tiếng Anh,0,Ngành Cạnh tranh Cao
Khoa học máy tính - Chương trình học tại Phân hiệu Khánh Hòa,0,Ngành Cạnh tranh Cao
Khoa học máy tính - Chương trình tiên tiến,0,Ngành Cạnh tranh Cao
Khoa học máy tính - Chương trình đại học bằng tiếng Anh,0,Ngành Cạnh tranh Cao
Khoa học máy tính - hợp tác với ĐH Troy (Hoa Kỳ),0,Ngành Cạnh tranh Cao
Khoa học máy tính -Chuyên ngành công nghệ phần mềm,0,Ngành Cạnh tranh Cao
Khoa học máy tính Chương trình Tiên tiến,0,Ngành Cạnh tranh Cao
Khoa học máy tính và thông tin,0,Ngành Cạnh tranh Cao
Khoa học môi trường,0,Ngành Cạnh tranh Cao
"Khoa học môi trường (03 Chuyên ngành) - Công nghệ môi trường - An toàn, sức khỏe và Môi trường - Năng lượng xanh và Sinh thái môi trường",0,Ngành Cạnh tranh Cao
Khoa học quản lý,0,Ngành Cạnh tranh Cao
Khoa học quản lý (Quản lý nhân lực),0,Ngành Cạnh tranh Cao
Khoa học sự sống và Hóa học (Công nghệ sinh học (CTLK với ĐH West of England) (2+2); Công nghệ sinh học định hướng Y Sinh (CTLK với ĐH West of England) (4+0)),0,Ngành Cạnh tranh Cao
Khoa học sự sống và Hóa học (Nhóm ngành: Công nghệ sinh học; Công nghệ thực phẩm; Hóa học (Hóa sinh); Kỹ thuật hóa học),0,Ngành Cạnh tranh Cao
Khoa học thông tin địa không gian,0,Ngành Cạnh tranh Cao
"Khoa học thủy sản (02 chuyên ngành: Khoa học thủy sản, Khai thác thủy sản)",0,Ngành Cạnh tranh Cao
Khoa học và Công nghệ thực phẩm,0,Ngành Cạnh tranh Cao
Khoa học và Công nghệ y khoa,0,Ngành Cạnh tranh Cao
Khoa học và Quản lý môi trường (CTTT),0,Ngành Cạnh tranh Cao
Khoa học và công nghệ thực phẩm,0,Ngành Cạnh tranh Cao
Khoa học và kỹ thuật vật liệu (CT tiên tiến),0,Ngành Cạnh tranh Cao
Khoa học vật liệu,1,Ngành Cạnh tranh Khá
Khoa học vật liệu (Vật liệu tiên tiến và Công nghệ nano),0,Ngành Cạnh tranh Cao
Khoa học vật liệu tiên tiến và Công nghệ Nano,0,Ngành Cạnh tranh Cao
Khoa học y sinh,0,Ngành Cạnh tranh Cao
Khoa học đất,0,Ngành Cạnh tranh Cao
Khuyến nông,0,Ngành Cạnh tranh Cao
Khí tượng và khí hậu học,1,Ngành Cạnh tranh Khá
Khúc xạ nhãn khoa,0,Ngành Cạnh tranh Cao
Khởi nghiệp và phát triển kinh doanh (BBAE)/ngành QTKD,0,Ngành Cạnh tranh Cao
"Kinh doanh (Tài chính, Kinh doanh quốc tế, Marketing, Kế toán, Quản trị nguồn nhân lực & Quan hệ lao động) (đơn bằng 2+1,5) - Chương trình dự bị liên kết Đại học Massey (New Zealand)",0,Ngành Cạnh tranh Cao
"Kinh doanh (Tài chính, Kinh doanh quốc tế, Marketing, Kế toán, Quản trị nguồn nhân lực & Quan hệ lao động) (đơn bằng 2+1,5) - Chương trình liên kết Đại học Massey (New Zealand)",0,Ngành Cạnh tranh Cao
Kinh doanh Du lịch số,0,Ngành Cạnh tranh Cao
Kinh doanh Quốc tế,0,Ngành Cạnh tranh Cao
Kinh doanh Quốc tế (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Kinh doanh Quốc tế (đào tạo tại phân hiệu Bình Phước),0,Ngành Cạnh tranh Cao
Kinh doanh nông nghiệp,0,Ngành Cạnh tranh Cao
Kinh doanh nông nghiệp - học tại khu Hòa An,0,Ngành Cạnh tranh Cao
Kinh doanh nông nghiệp số,0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế,1,Ngành Cạnh tranh Khá
Kinh doanh quốc tế & Luật (Chương trình chuẩn nhận cùng lúc hai bằng cử nhân),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (CT tăng cường TA),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (CTCLC),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (Chuyên ngành Quản lý chuỗi cung ứng và Logistics quốc tế),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (Chương trình Tiếng Anh toàn phần (Định hướng quốc tế)),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (Các học phần chuyên ngành học bằng tiếng Anh),0,Ngành Cạnh tranh Cao
"Kinh doanh quốc tế (Kinh doanh số - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (Theo định hướng ICAEW CFAB),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (Thương mại quốc tế - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (Thương mại quốc tế),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (Tiếng Anh),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (chương trình tích hợp),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (song bằng 3 +1) - Chương trình dự bị liên kết Đại học La Trobe (Úc),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (song bằng 3 +1) - Chương trình liên kết Đại học La Trobe (Úc),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế (tăng cường tiếng Anh),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế - Chương trình Kinh doanh quốc tế (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế - Chương trình dự bị đại học bằng tiếng Anh,0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế - Chương trình tiên tiến,0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế - Chương trình đại học bằng tiếng Anh,0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế Coventry (Cấp song bằng),0,Ngành Cạnh tranh Cao
Kinh doanh quốc tế và logistics,0,Ngành Cạnh tranh Cao
Kinh doanh số,0,Ngành Cạnh tranh Cao
Kinh doanh số (E-BDB)/ngành QTKD,0,Ngành Cạnh tranh Cao
Kinh doanh số (Ngành: QTKD),0,Ngành Cạnh tranh Cao
Kinh doanh số và đổi mới sáng tạo (CLC),0,Ngành Cạnh tranh Cao
Kinh doanh thương mại,1,Ngành Cạnh tranh Khá
Kinh doanh thương mại (CS Hà Nội),0,Ngành Cạnh tranh Cao
Kinh doanh thương mại (CS Nam Định),0,Ngành Cạnh tranh Cao
Kinh doanh thương mại - Chương trình Kinh doanh thương mại (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Kinh doanh thương mại Hàn Quốc,0,Ngành Cạnh tranh Cao
Kinh doanh thời trang và Dệt may,0,Ngành Cạnh tranh Cao
Kinh doanh thời trang và dệt may,0,Ngành Cạnh tranh Cao
Kinh doanh và khởi nghiệp nông thôn,0,Ngành Cạnh tranh Cao
Kinh doanh xuất bản phẩm,0,Ngành Cạnh tranh Cao
Kinh doanh – Quản lý – Kinh tế (Nhóm ngành: Quản trị kinh doanh; Marketing; Tài chính – Ngân hàng; Kế toán; Kinh tế (Phân tích dữ liệu trong kinh tế)),0,Ngành Cạnh tranh Cao
Kinh doanh – Quản lý – Kinh tế (Quản trị kinh doanh (CTLK với ĐH Andrews) (4+0); Quản trị kinh doanh (CTLK với ĐH Công nghệ Auckland) (1+2/1.5+1.5); Quản trị kinh doanh (CTLK với ĐH Lakehead) (2+2); Quản trị kinh doanh (CTLK với ĐH New South Wales) (2+2); Quản trị kinh doanh (CTLK với ĐH Sydney) (2+2); Quản trị kinh doanh (CTLK với ĐH West of England) (2+2); Quản trị kinh doanh (CTLK với ĐH West of England) (4+0); Quản trị kinh doanh (CTLK với ĐH Macquarie) (2+1); Tài chính (CTLK với ĐH Macquarie),0,Ngành Cạnh tranh Cao
Kinh tế,1,Ngành Cạnh tranh Khá
Kinh tế (02 chuyên ngành: Kinh tế thủy sản; Quản lý kinh tế),0,Ngành Cạnh tranh Cao
Kinh tế (Chuyên ngành Kinh tế học),0,Ngành Cạnh tranh Cao
Kinh tế (Chuyên ngành Kinh tế và Quản lý công),0,Ngành Cạnh tranh Cao
Kinh tế (Chương trình nâng cao),0,Ngành Cạnh tranh Cao
Kinh tế (Kinh tế và Quản lý đầu tư - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Kinh tế (Quản lý kinh tế),0,Ngành Cạnh tranh Cao
Kinh tế (chuyên ngành: Kinh tế đầu tư và Quản lý kinh tế),0,Ngành Cạnh tranh Cao
"Kinh tế (chuyên ngành: kinh tế và quản lý đầu tư, kinh tế bưu chính viễn thông)",0,Ngành Cạnh tranh Cao
Kinh tế (chương trình chuẩn),0,Ngành Cạnh tranh Cao
Kinh tế (học tại phân hiệu ĐHTN tại tỉnh Hà Giang),0,Ngành Cạnh tranh Cao
Kinh tế (Đào tạo bằng Tiếng Anh),0,Ngành Cạnh tranh Cao
Kinh tế - Chương trình Kinh tế (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Kinh tế - Tài chính,0,Ngành Cạnh tranh Cao
Kinh tế Chương trình Tiên tiến,0,Ngành Cạnh tranh Cao
Kinh tế Hàng hải,0,Ngành Cạnh tranh Cao
Kinh tế Hàng không (Ngành: Kinh tế vận tải),0,Ngành Cạnh tranh Cao
Kinh tế Xây dựng,0,Ngành Cạnh tranh Cao
Kinh tế chính trị,1,Ngành Cạnh tranh Khá
Kinh tế chính trị - tài chính,0,Ngành Cạnh tranh Cao
Kinh tế công nghiệp,0,Ngành Cạnh tranh Cao
Kinh tế giáo dục vùng dân tộc thiểu số,0,Ngành Cạnh tranh Cao
Kinh tế học (BSE),0,Ngành Cạnh tranh Cao
Kinh tế học (ngành Kinh tế),0,Ngành Cạnh tranh Cao
Kinh tế học tài chính (FE)/ngành Kinh tế,0,Ngành Cạnh tranh Cao
Kinh tế ngoại thương,0,Ngành Cạnh tranh Cao
Kinh tế ngoại thương (NC),0,Ngành Cạnh tranh Cao
Kinh tế nông nghiệp,0,Ngành Cạnh tranh Cao
Kinh tế nông nghiệp (CTTT),0,Ngành Cạnh tranh Cao
Kinh tế nông nghiệp - học tại khu Hòa An,0,Ngành Cạnh tranh Cao
Kinh tế phát triển,1,Ngành Cạnh tranh Khá
Kinh tế phát triển - CT CLC1,0,Ngành Cạnh tranh Cao
Kinh tế quốc tế,1,Ngành Cạnh tranh Khá
Kinh tế quốc tế (Chuyên ngành Kinh tế đối ngoại),0,Ngành Cạnh tranh Cao
Kinh tế quốc tế (Kinh tế quốc tế),0,Ngành Cạnh tranh Cao
Kinh tế quốc tế (tiếng Anh bán phần),0,Ngành Cạnh tranh Cao
Kinh tế quốc tế - CT CLC3,0,Ngành Cạnh tranh Cao
Kinh tế số,1,Ngành Cạnh tranh Khá
Kinh tế số (Phân tích kinh doanh trong môi trường số),0,Ngành Cạnh tranh Cao
Kinh tế thể thao,0,Ngành Cạnh tranh Cao
Kinh tế tài nguyên thiên nhiên,1,Ngành Cạnh tranh Khá
Kinh tế và Quản lý,0,Ngành Cạnh tranh Cao
Kinh tế và quản lý bất động sản,0,Ngành Cạnh tranh Cao
Kinh tế và quản lý nguồn lực tài chính,0,Ngành Cạnh tranh Cao
Kinh tế và quản lý nguồn nhân lực (ngành Kinh tế),0,Ngành Cạnh tranh Cao
Kinh tế và quản lý đô thị (ngành Kinh tế),0,Ngành Cạnh tranh Cao
Kinh tế vận tải,0,Ngành Cạnh tranh Cao
"Kinh tế vận tải (Kinh tế vận tải biển - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
"Kinh tế vận tải (Kinh tế vận tải hàng không - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Kinh tế vận tải (chuyên ngành: Kinh tế vận tải thuỷ bộ),0,Ngành Cạnh tranh Cao
"Kinh tế vận tải (chuyên ngành: Kinh tế vận tải ô tô, Kinh tế vận tải hàng không, Kinh tế vận tải đường sắt, Kinh tế vận tải thuỷ bộ)",0,Ngành Cạnh tranh Cao
Kinh tế vận tải biển,0,Ngành Cạnh tranh Cao
Kinh tế vận tải biển (NC),0,Ngành Cạnh tranh Cao
Kinh tế vận tải thủy,0,Ngành Cạnh tranh Cao
Kinh tế xây dựng,1,Ngành Cạnh tranh Khá
"Kinh tế xây dựng (Chuyên ngành: Kinh tế đầu tư xây dựng, Kinh tế vận tải và logistic, Quản lí dự án công trình xây dựng)",0,Ngành Cạnh tranh Cao
Kinh tế xây dựng (Chương trình CLC Kinh tế xây dựng công trình GT Việt-Anh),0,Ngành Cạnh tranh Cao
Kinh tế xây dựng (chuyên ngành: Kinh tế và quản lý đầu tư xây dựng),0,Ngành Cạnh tranh Cao
Kinh tế Đầu tư - CT CLC2,0,Ngành Cạnh tranh Cao
Kinh tế đầu tư,1,Ngành Cạnh tranh Khá
Kinh tế đầu tư (Theo định hướng ACCA),0,Ngành Cạnh tranh Cao
"Kinh tế, chuyên ngành Quản lý kinh tế",0,Ngành Cạnh tranh Cao
Kiến trúc,1,Ngành Cạnh tranh Khá
Kiến trúc (ARC),0,Ngành Cạnh tranh Cao
Kiến trúc (CT),0,Ngành Cạnh tranh Cao
Kiến trúc (Chất lượng cao),0,Ngành Cạnh tranh Cao
Kiến trúc (DL),0,Ngành Cạnh tranh Cao
Kiến trúc (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Kiến trúc - Chương trình tiên tiến,0,Ngành Cạnh tranh Cao
Kiến trúc cảnh quan,0,Ngành Cạnh tranh Cao
Kiến trúc nội thất,0,Ngành Cạnh tranh Cao
Kiến trúc nội thất (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Kiến trúc và Thiết kế cảnh quan,0,Ngành Cạnh tranh Cao
Kiến trúc và nội thất,0,Ngành Cạnh tranh Cao
Kiến trúc và thiết kế đô thị thông minh,0,Ngành Cạnh tranh Cao
Kiến trúc/Kiến trúc công nghệ,0,Ngành Cạnh tranh Cao
Kiểm toán,1,Ngành Cạnh tranh Khá
Kiểm toán (CS Hà Nội),0,Ngành Cạnh tranh Cao
Kiểm toán (CS Nam Định),0,Ngành Cạnh tranh Cao
Kiểm toán (CT tăng cường TA),0,Ngành Cạnh tranh Cao
Kiểm toán (Chuyên ngành Kiểm toán và Phân tích dữ liệu),0,Ngành Cạnh tranh Cao
Kiểm toán (Kiểm toán tích hợp chứng chỉ quốc tế ICAEW CFAB - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Kiểm toán (Kiểm toán),0,Ngành Cạnh tranh Cao
Kiểm toán (Theo định hướng ICAEW CFAB),0,Ngành Cạnh tranh Cao
Kiểm toán (chương trình tích hợp),0,Ngành Cạnh tranh Cao
Kiểm toán - Chương trình Kiểm toán (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Kiểm toán Chương trình Tiên tiến,0,Ngành Cạnh tranh Cao
Kiểm toán tích hợp chứng chỉ ACCA - CT CLC3,0,Ngành Cạnh tranh Cao
Kiểm toán tích hợp chứng chỉ quốc tế (ICAEW CFAB),0,Ngành Cạnh tranh Cao
Kiểm toán tích hợp chứng chỉ quốc tế CFAB của Viện Kế toán Công chứng Anh và xứ Wales (ICAEW),0,Ngành Cạnh tranh Cao
Ký thuật trắc địa - bản đồ,0,Ngành Cạnh tranh Cao
Kĩ thuật hình ảnh y học,0,Ngành Cạnh tranh Cao
Kĩ thuật hóa học,0,Ngành Cạnh tranh Cao
Kĩ thuật xét nghiệm y học,0,Ngành Cạnh tranh Cao
Kế Toán,0,Ngành Cạnh tranh Cao
Kế Toán (Kế toán tài chính) - Chuẩn quốc tế,0,Ngành Cạnh tranh Cao
Kế hoạch tài chính - CT tiên tiến TT1,0,Ngành Cạnh tranh Cao
Kế toán,1,Ngành Cạnh tranh Khá
Kế toán & Luật (Chương trình chuẩn nhận cùng lúc hai bằng cử nhân),0,Ngành Cạnh tranh Cao
Kế toán (CS Hà Nội),0,Ngành Cạnh tranh Cao
Kế toán (CS Nam Định),0,Ngành Cạnh tranh Cao
Kế toán (CT tăng cường TA),0,Ngành Cạnh tranh Cao
Kế toán (CTĐT bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Kế toán (Chuyên ngành: Kế toán quốc tế) - Chương trình dự bị đại học bằng tiếng Anh,0,Ngành Cạnh tranh Cao
Kế toán (Chuyên ngành: Kế toán quốc tế) - Chương trình đại học bằng tiếng Anh,0,Ngành Cạnh tranh Cao
Kế toán (Chương trình CLC Kế toán tổng hợp Việt-Anh),0,Ngành Cạnh tranh Cao
"Kế toán (Chương trình chuẩn, học song ngữ Việt - Anh)",0,Ngành Cạnh tranh Cao
Kế toán (Chương trình đào tạo chất lượng cao),0,Ngành Cạnh tranh Cao
Kế toán (Chương trình đặc biệt),0,Ngành Cạnh tranh Cao
Kế toán (Kế toán công),0,Ngành Cạnh tranh Cao
Kế toán (Kế toán doanh nghiệp),0,Ngành Cạnh tranh Cao
"Kế toán (Kế toán kiểm toán - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
"Kế toán (Kế toán quốc tế - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
"Kế toán (Kế toán tài chính - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Kế toán (Kế toán tích hợp chứng chỉ quốc tế ICAEW CFAB - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Kế toán (Phân hiệu Ninh Thuận),0,Ngành Cạnh tranh Cao
Kế toán (Tích hợp chứng chỉ quốc tế ICAEW - Tiếng Anh),0,Ngành Cạnh tranh Cao
Kế toán (chuyên ngành Kế toán tổng hợp),0,Ngành Cạnh tranh Cao
Kế toán (chương trình tích hợp),0,Ngành Cạnh tranh Cao
Kế toán (dạy bằng tiếng Anh),0,Ngành Cạnh tranh Cao
"Kế toán (song bằng 3+1) - Chương trình dự bị liên kết Đại học West of England, Bristol (Vương Quốc Anh)",0,Ngành Cạnh tranh Cao
"Kế toán (song bằng 3+1) - Chương trình liên kết Đại học West of England, Bristol (Vương Quốc Anh)",0,Ngành Cạnh tranh Cao
Kế toán (Đào tạo bằng Tiếng Anh),0,Ngành Cạnh tranh Cao
Kế toán (Đào tạo tại Quảng Ngãi),0,Ngành Cạnh tranh Cao
Kế toán (đào tạo bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Kế toán (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Kế toán (đào tạo tại phân hiệu Bình Phước),0,Ngành Cạnh tranh Cao
Kế toán - Chương trình Kế toán (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Kế toán - Chương trình học tại Phân hiệu Khánh Hòa,0,Ngành Cạnh tranh Cao
Kế toán - Chương trình tiên tiến,0,Ngành Cạnh tranh Cao
Kế toán - Kiểm toán,0,Ngành Cạnh tranh Cao
Kế toán - học tại khu Sóc Trăng,0,Ngành Cạnh tranh Cao
Kế toán CLC,0,Ngành Cạnh tranh Cao
